Department Name;Strategic Goal;Measure Title;Measure Description;Measure Methodology;Measure Data Type;Fiscal Year;End Calendar Year;Target;Mid-Year Result;Mid-Year Projection;Full-Year Result;Data Notes
ACADEMY OF SCIENCES;Provide STEM education opportunities to all members of the community;Number of hours worked by Careers in Science interns;Number of hours worked by the interns in the Careers in Science Program;Collection Method: Collected through E-Time, ADP Payroll.  Records are located in Payroll office on printed registers as well as housed on an ADP and HR Prespectives server on our network. Timing:  Data is available on a bi-weekly basis.;Numeric;FY2021-22;2022;5000;;;;
ACADEMY OF SCIENCES;Provide STEM education opportunities to all members of the community;Number of hours worked by Careers in Science interns;Number of hours worked by the interns in the Careers in Science Program;Collection Method: Collected through E-Time, ADP Payroll.  Records are located in Payroll office on printed registers as well as housed on an ADP and HR Prespectives server on our network. Timing:  Data is available on a bi-weekly basis.;Numeric;FY2022-23;2023;6000;;;;
ACADEMY OF SCIENCES;Provide STEM education opportunities to all members of the community;Number of school-aged children participating in an Academy educational program;How many students participate in Academy educational programs.;Collection Method: Reservations for the programs are taken by phone and entered into the Galaxy system. Timing:  Data is available daily.  Currently, an annual report is run.;Numeric;FY2017-18;2018;150000;45609;150000;148686;
ACADEMY OF SCIENCES;Provide STEM education opportunities to all members of the community;Number of school-aged children participating in an Academy educational program;How many students participate in Academy educational programs.;Collection Method: Reservations for the programs are taken by phone and entered into the Galaxy system. Timing:  Data is available daily.  Currently, an annual report is run.;Numeric;FY2018-19;2019;150000;50466;150000;134105;
ACADEMY OF SCIENCES;Provide STEM education opportunities to all members of the community;Number of school-aged children participating in an Academy educational program;How many students participate in Academy educational programs.;Collection Method: Reservations for the programs are taken by phone and entered into the Galaxy system. Timing:  Data is available daily.  Currently, an annual report is run.;Numeric;FY2019-20;2020;150000;64112;150000;76579;
ACADEMY OF SCIENCES;Provide STEM education opportunities to all members of the community;Number of school-aged children participating in an Academy educational program;How many students participate in Academy educational programs.;Collection Method: Reservations for the programs are taken by phone and entered into the Galaxy system. Timing:  Data is available daily.  Currently, an annual report is run.;Numeric;FY2020-21;2021;155000;;444330;514146;
ACADEMY OF SCIENCES;Provide STEM education opportunities to all members of the community;Number of school-aged children participating in an Academy educational program;How many students participate in Academy educational programs.;Collection Method: Reservations for the programs are taken by phone and entered into the Galaxy system. Timing:  Data is available daily.  Currently, an annual report is run.;Numeric;FY2021-22;2022;241780;;;;
ACADEMY OF SCIENCES;Provide STEM education opportunities to all members of the community;Number of school-aged children participating in an Academy educational program;How many students participate in Academy educational programs.;Collection Method: Reservations for the programs are taken by phone and entered into the Galaxy system. Timing:  Data is available daily.  Currently, an annual report is run.;Numeric;FY2022-23;2023;305030;;;;
ADMINISTRATIVE SERVICES;Citywide Planning;Average occupancy rate in City-owned buildings managed by Real Estate;Occupancy:  A department or third party is paying for the space. That might mean a space is under construction or is unoccupied, but it is under a department's or third party's control and they are making rental or work order payments (or capitalized interest payments are being received) for the space.;Collection Method: Manual records maintained by Real Estate. Timing:  Routinely available.;Percent;FY2017-18;2018;1;1;1;1;
ADMINISTRATIVE SERVICES;Citywide Planning;Average occupancy rate in City-owned buildings managed by Real Estate;Occupancy:  A department or third party is paying for the space. That might mean a space is under construction or is unoccupied, but it is under a department's or third party's control and they are making rental or work order payments (or capitalized interest payments are being received) for the space.;Collection Method: Manual records maintained by Real Estate. Timing:  Routinely available.;Percent;FY2018-19;2019;1;1;1;1;
ADMINISTRATIVE SERVICES;Citywide Planning;Average occupancy rate in City-owned buildings managed by Real Estate;Occupancy:  A department or third party is paying for the space. That might mean a space is under construction or is unoccupied, but it is under a department's or third party's control and they are making rental or work order payments (or capitalized interest payments are being received) for the space.;Collection Method: Manual records maintained by Real Estate. Timing:  Routinely available.;Percent;FY2019-20;2020;1;1;1;0.991;
ADMINISTRATIVE SERVICES;Citywide Planning;Average occupancy rate in City-owned buildings managed by Real Estate;Occupancy:  A department or third party is paying for the space. That might mean a space is under construction or is unoccupied, but it is under a department's or third party's control and they are making rental or work order payments (or capitalized interest payments are being received) for the space.;Collection Method: Manual records maintained by Real Estate. Timing:  Routinely available.;Percent;FY2020-21;2021;1;0.99;0.99;0.99;
ADMINISTRATIVE SERVICES;Citywide Planning;Average occupancy rate in City-owned buildings managed by Real Estate;Occupancy:  A department or third party is paying for the space. That might mean a space is under construction or is unoccupied, but it is under a department's or third party's control and they are making rental or work order payments (or capitalized interest payments are being received) for the space.;Collection Method: Manual records maintained by Real Estate. Timing:  Routinely available.;Percent;FY2021-22;2022;0.97;;;;
ADMINISTRATIVE SERVICES;Citywide Planning;Average occupancy rate in City-owned buildings managed by Real Estate;Occupancy:  A department or third party is paying for the space. That might mean a space is under construction or is unoccupied, but it is under a department's or third party's control and they are making rental or work order payments (or capitalized interest payments are being received) for the space.;Collection Method: Manual records maintained by Real Estate. Timing:  Routinely available.;Percent;FY2022-23;2023;0.97;;;;
